starttime	seconds	ctime	dtime	ttime	wait
Sat Feb 03 23:26:53 2024	1706982113	0	55	56	54
Sat Feb 03 23:26:54 2024	1706982114	0	56	56	53
Sat Feb 03 23:26:52 2024	1706982112	0	56	56	55
Sat Feb 03 23:26:53 2024	1706982113	0	56	56	54
Sat Feb 03 23:26:51 2024	1706982111	0	56	56	53
Sat Feb 03 23:26:54 2024	1706982114	0	56	56	43
Sat Feb 03 23:26:54 2024	1706982114	0	56	56	54
Sat Feb 03 23:26:50 2024	1706982110	0	56	56	55
Sat Feb 03 23:26:52 2024	1706982112	0	56	56	55
Sat Feb 03 23:26:54 2024	1706982114	0	56	56	54
Sat Feb 03 23:26:51 2024	1706982111	0	56	56	55
Sat Feb 03 23:26:54 2024	1706982114	0	56	56	55
Sat Feb 03 23:26:54 2024	1706982114	0	56	56	55
Sat Feb 03 23:26:53 2024	1706982113	0	56	56	54
Sat Feb 03 23:26:53 2024	1706982113	0	56	56	55
Sat Feb 03 23:26:52 2024	1706982112	0	56	56	53
Sat Feb 03 23:26:50 2024	1706982110	0	56	56	55
Sat Feb 03 23:26:52 2024	1706982112	3	54	56	53
Sat Feb 03 23:26:53 2024	1706982113	0	56	57	55
Sat Feb 03 23:26:52 2024	1706982112	0	56	57	56
Sat Feb 03 23:26:52 2024	1706982112	0	56	57	55
Sat Feb 03 23:26:53 2024	1706982113	0	56	57	54
Sat Feb 03 23:26:55 2024	1706982115	0	56	57	55
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	53
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	55
Sat Feb 03 23:26:51 2024	1706982111	0	57	57	56
Sat Feb 03 23:26:53 2024	1706982113	0	57	57	55
Sat Feb 03 23:26:53 2024	1706982113	0	57	57	55
Sat Feb 03 23:26:53 2024	1706982113	0	57	57	54
Sat Feb 03 23:26:54 2024	1706982114	0	57	57	56
Sat Feb 03 23:26:51 2024	1706982111	0	57	57	56
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	56
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	51
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	56
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	56
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	56
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	54
Sat Feb 03 23:26:54 2024	1706982114	0	57	57	56
Sat Feb 03 23:26:51 2024	1706982111	0	57	57	56
Sat Feb 03 23:26:53 2024	1706982113	0	57	57	57
Sat Feb 03 23:26:53 2024	1706982113	0	57	57	57
Sat Feb 03 23:26:52 2024	1706982112	0	57	57	54
Sat Feb 03 23:26:55 2024	1706982115	0	57	57	56
Sat Feb 03 23:26:51 2024	1706982111	0	57	57	57
Sat Feb 03 23:26:54 2024	1706982114	0	57	58	55
Sat Feb 03 23:26:52 2024	1706982112	0	58	58	50
Sat Feb 03 23:26:54 2024	1706982114	0	58	58	57
Sat Feb 03 23:26:52 2024	1706982112	0	58	58	57
Sat Feb 03 23:26:53 2024	1706982113	0	58	58	55
Sat Feb 03 23:26:51 2024	1706982111	0	58	58	57
Sat Feb 03 23:26:51 2024	1706982111	0	58	58	57
Sat Feb 03 23:26:54 2024	1706982114	0	58	58	56
Sat Feb 03 23:26:51 2024	1706982111	0	58	58	57
Sat Feb 03 23:26:55 2024	1706982115	0	58	58	56
Sat Feb 03 23:26:51 2024	1706982111	0	58	58	56
Sat Feb 03 23:26:52 2024	1706982112	0	58	58	56
Sat Feb 03 23:26:52 2024	1706982112	0	58	58	52
Sat Feb 03 23:26:50 2024	1706982110	0	59	59	58
Sat Feb 03 23:26:52 2024	1706982112	0	58	59	57
Sat Feb 03 23:26:51 2024	1706982111	0	59	59	58
Sat Feb 03 23:26:55 2024	1706982115	1	58	59	56
Sat Feb 03 23:26:52 2024	1706982112	0	59	59	58
Sat Feb 03 23:26:51 2024	1706982111	0	59	59	58
Sat Feb 03 23:26:55 2024	1706982115	0	59	59	57
Sat Feb 03 23:26:51 2024	1706982111	0	59	59	58
Sat Feb 03 23:26:53 2024	1706982113	0	59	59	58
Sat Feb 03 23:26:50 2024	1706982110	0	59	59	58
Sat Feb 03 23:26:53 2024	1706982113	0	59	59	56
Sat Feb 03 23:26:51 2024	1706982111	0	59	59	58
Sat Feb 03 23:26:52 2024	1706982112	0	59	59	56
Sat Feb 03 23:26:51 2024	1706982111	0	59	59	58
Sat Feb 03 23:26:53 2024	1706982113	0	59	59	58
Sat Feb 03 23:26:53 2024	1706982113	0	59	59	56
Sat Feb 03 23:26:55 2024	1706982115	0	59	59	58
Sat Feb 03 23:26:54 2024	1706982114	0	59	60	57
Sat Feb 03 23:26:54 2024	1706982114	0	59	60	58
Sat Feb 03 23:26:54 2024	1706982114	0	59	60	57
Sat Feb 03 23:26:53 2024	1706982113	0	59	60	59
Sat Feb 03 23:26:51 2024	1706982111	0	60	60	59
Sat Feb 03 23:26:54 2024	1706982114	0	60	60	57
Sat Feb 03 23:26:51 2024	1706982111	0	60	60	59
Sat Feb 03 23:26:51 2024	1706982111	0	60	60	59
Sat Feb 03 23:26:51 2024	1706982111	0	60	60	59
Sat Feb 03 23:26:52 2024	1706982112	0	60	60	58
Sat Feb 03 23:26:54 2024	1706982114	0	60	60	57
Sat Feb 03 23:26:53 2024	1706982113	0	60	60	58
Sat Feb 03 23:26:50 2024	1706982110	0	60	60	59
Sat Feb 03 23:26:54 2024	1706982114	0	60	60	59
Sat Feb 03 23:26:52 2024	1706982112	0	60	60	53
Sat Feb 03 23:26:51 2024	1706982111	0	60	60	59
Sat Feb 03 23:26:50 2024	1706982110	0	60	60	58
Sat Feb 03 23:26:53 2024	1706982113	0	61	61	58
Sat Feb 03 23:26:51 2024	1706982111	0	61	61	60
Sat Feb 03 23:26:51 2024	1706982111	0	61	61	60
Sat Feb 03 23:26:53 2024	1706982113	0	61	61	59
Sat Feb 03 23:26:52 2024	1706982112	0	61	61	60
Sat Feb 03 23:26:53 2024	1706982113	0	61	61	60
Sat Feb 03 23:26:55 2024	1706982115	0	61	61	60
Sat Feb 03 23:26:52 2024	1706982112	0	61	61	60
Sat Feb 03 23:26:52 2024	1706982112	0	61	61	60
Sat Feb 03 23:26:54 2024	1706982114	0	61	61	58
Sat Feb 03 23:26:54 2024	1706982114	0	61	61	54
Sat Feb 03 23:26:51 2024	1706982111	0	61	61	60
Sat Feb 03 23:26:54 2024	1706982114	0	61	61	59
Sat Feb 03 23:26:54 2024	1706982114	0	61	62	61
Sat Feb 03 23:26:51 2024	1706982111	0	62	62	53
Sat Feb 03 23:26:52 2024	1706982112	0	62	62	61
Sat Feb 03 23:26:54 2024	1706982114	0	61	62	55
Sat Feb 03 23:26:53 2024	1706982113	0	62	62	60
Sat Feb 03 23:26:52 2024	1706982112	0	62	62	61
Sat Feb 03 23:26:53 2024	1706982113	0	62	62	60
Sat Feb 03 23:26:51 2024	1706982111	0	62	62	61
Sat Feb 03 23:26:52 2024	1706982112	0	62	62	57
Sat Feb 03 23:26:54 2024	1706982114	0	62	62	58
Sat Feb 03 23:26:53 2024	1706982113	0	62	62	60
Sat Feb 03 23:26:54 2024	1706982114	0	62	62	61
Sat Feb 03 23:26:53 2024	1706982113	0	62	62	61
Sat Feb 03 23:26:52 2024	1706982112	0	62	62	62
Sat Feb 03 23:26:52 2024	1706982112	0	62	62	60
Sat Feb 03 23:26:53 2024	1706982113	0	62	62	60
Sat Feb 03 23:26:53 2024	1706982113	0	62	62	59
Sat Feb 03 23:26:52 2024	1706982112	0	62	62	61
Sat Feb 03 23:26:54 2024	1706982114	0	62	63	60
Sat Feb 03 23:26:51 2024	1706982111	0	62	63	61
Sat Feb 03 23:26:53 2024	1706982113	0	63	63	60
Sat Feb 03 23:26:51 2024	1706982111	0	63	63	62
Sat Feb 03 23:26:52 2024	1706982112	0	63	63	60
Sat Feb 03 23:26:54 2024	1706982114	0	63	63	58
Sat Feb 03 23:26:50 2024	1706982110	0	63	63	62
Sat Feb 03 23:26:50 2024	1706982110	0	63	63	62
Sat Feb 03 23:26:53 2024	1706982113	0	63	63	62
Sat Feb 03 23:26:54 2024	1706982114	0	63	63	58
Sat Feb 03 23:26:54 2024	1706982114	0	63	63	61
Sat Feb 03 23:26:52 2024	1706982112	0	63	63	63
Sat Feb 03 23:26:52 2024	1706982112	0	63	63	58
Sat Feb 03 23:26:53 2024	1706982113	0	63	63	57
Sat Feb 03 23:26:51 2024	1706982111	0	63	63	63
Sat Feb 03 23:26:52 2024	1706982112	0	63	63	62
Sat Feb 03 23:26:52 2024	1706982112	0	63	63	63
Sat Feb 03 23:26:52 2024	1706982112	0	63	64	63
Sat Feb 03 23:26:53 2024	1706982113	0	63	64	63
Sat Feb 03 23:26:52 2024	1706982112	0	63	64	57
Sat Feb 03 23:26:52 2024	1706982112	0	64	64	60
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	63
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	59
Sat Feb 03 23:26:50 2024	1706982110	0	64	64	62
Sat Feb 03 23:26:52 2024	1706982112	0	64	64	45
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	61
Sat Feb 03 23:26:51 2024	1706982111	0	64	64	63
Sat Feb 03 23:26:51 2024	1706982111	0	64	64	63
Sat Feb 03 23:26:52 2024	1706982112	0	64	64	57
Sat Feb 03 23:26:53 2024	1706982113	0	64	64	62
Sat Feb 03 23:26:52 2024	1706982112	0	64	64	60
Sat Feb 03 23:26:51 2024	1706982111	0	64	64	63
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	63
Sat Feb 03 23:26:52 2024	1706982112	0	64	64	64
Sat Feb 03 23:26:51 2024	1706982111	0	64	64	63
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	62
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	62
Sat Feb 03 23:26:54 2024	1706982114	0	64	64	63
Sat Feb 03 23:26:51 2024	1706982111	0	64	64	63
Sat Feb 03 23:26:51 2024	1706982111	0	64	64	55
Sat Feb 03 23:26:51 2024	1706982111	0	65	65	60
Sat Feb 03 23:26:51 2024	1706982111	0	65	65	64
Sat Feb 03 23:26:52 2024	1706982112	0	65	65	63
Sat Feb 03 23:26:51 2024	1706982111	0	65	65	64
Sat Feb 03 23:26:51 2024	1706982111	0	65	65	64
Sat Feb 03 23:26:54 2024	1706982114	0	65	65	63
Sat Feb 03 23:26:52 2024	1706982112	0	65	65	60
Sat Feb 03 23:26:50 2024	1706982110	0	65	65	64
Sat Feb 03 23:26:51 2024	1706982111	0	65	65	64
Sat Feb 03 23:26:52 2024	1706982112	0	65	65	64
Sat Feb 03 23:26:53 2024	1706982113	0	65	65	63
Sat Feb 03 23:26:52 2024	1706982112	0	65	65	62
Sat Feb 03 23:26:51 2024	1706982111	0	65	65	64
Sat Feb 03 23:26:53 2024	1706982113	0	65	65	63
Sat Feb 03 23:26:54 2024	1706982114	0	65	65	63
Sat Feb 03 23:26:51 2024	1706982111	0	65	66	64
Sat Feb 03 23:26:54 2024	1706982114	0	65	66	64
Sat Feb 03 23:26:53 2024	1706982113	0	65	66	64
Sat Feb 03 23:26:53 2024	1706982113	0	66	66	65
Sat Feb 03 23:26:54 2024	1706982114	0	66	66	63
Sat Feb 03 23:26:53 2024	1706982113	0	66	66	62
Sat Feb 03 23:26:55 2024	1706982115	0	66	66	65
Sat Feb 03 23:26:53 2024	1706982113	0	66	66	63
Sat Feb 03 23:26:54 2024	1706982114	0	66	66	63
Sat Feb 03 23:26:53 2024	1706982113	0	66	66	65
Sat Feb 03 23:26:52 2024	1706982112	0	66	66	65
Sat Feb 03 23:26:52 2024	1706982112	0	66	66	65
Sat Feb 03 23:26:55 2024	1706982115	0	66	66	65
Sat Feb 03 23:26:52 2024	1706982112	0	66	66	65
Sat Feb 03 23:26:51 2024	1706982111	0	66	66	65
Sat Feb 03 23:26:54 2024	1706982114	0	66	66	63
Sat Feb 03 23:26:54 2024	1706982114	0	66	67	47
Sat Feb 03 23:26:54 2024	1706982114	0	67	67	54
Sat Feb 03 23:26:52 2024	1706982112	0	67	67	65
Sat Feb 03 23:26:53 2024	1706982113	0	67	67	66
Sat Feb 03 23:26:54 2024	1706982114	0	67	67	66
Sat Feb 03 23:26:55 2024	1706982115	0	67	67	64
Sat Feb 03 23:26:54 2024	1706982114	0	67	67	58
Sat Feb 03 23:26:52 2024	1706982112	0	67	67	63
Sat Feb 03 23:26:52 2024	1706982112	0	67	67	64
Sat Feb 03 23:26:53 2024	1706982113	0	68	68	66
Sat Feb 03 23:26:51 2024	1706982111	0	68	68	67
Sat Feb 03 23:26:51 2024	1706982111	0	68	68	67
Sat Feb 03 23:26:53 2024	1706982113	0	68	68	67
Sat Feb 03 23:26:52 2024	1706982112	0	68	68	67
Sat Feb 03 23:26:53 2024	1706982113	0	68	68	67
Sat Feb 03 23:26:51 2024	1706982111	0	68	68	67
Sat Feb 03 23:26:51 2024	1706982111	0	68	68	67
Sat Feb 03 23:26:51 2024	1706982111	0	68	68	68
Sat Feb 03 23:26:51 2024	1706982111	0	68	68	67
Sat Feb 03 23:26:54 2024	1706982114	0	68	68	67
Sat Feb 03 23:26:54 2024	1706982114	0	68	68	64
Sat Feb 03 23:26:54 2024	1706982114	0	68	68	65
Sat Feb 03 23:26:52 2024	1706982112	0	68	69	67
Sat Feb 03 23:26:51 2024	1706982111	0	69	69	67
Sat Feb 03 23:26:54 2024	1706982114	0	69	69	67
Sat Feb 03 23:26:52 2024	1706982112	0	69	69	64
Sat Feb 03 23:26:51 2024	1706982111	0	69	69	65
Sat Feb 03 23:26:51 2024	1706982111	0	69	69	68
Sat Feb 03 23:26:52 2024	1706982112	0	69	69	67
Sat Feb 03 23:26:52 2024	1706982112	0	69	69	67
Sat Feb 03 23:26:53 2024	1706982113	0	69	69	67
Sat Feb 03 23:26:51 2024	1706982111	0	69	69	67
Sat Feb 03 23:26:52 2024	1706982112	0	69	69	68
Sat Feb 03 23:26:53 2024	1706982113	0	69	69	67
Sat Feb 03 23:26:54 2024	1706982114	0	69	69	67
Sat Feb 03 23:26:52 2024	1706982112	0	69	69	67
Sat Feb 03 23:26:53 2024	1706982113	0	69	69	69
Sat Feb 03 23:26:54 2024	1706982114	0	69	70	68
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	69
Sat Feb 03 23:26:54 2024	1706982114	0	70	70	67
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	67
Sat Feb 03 23:26:51 2024	1706982111	0	70	70	67
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	69
Sat Feb 03 23:26:53 2024	1706982113	0	70	70	67
Sat Feb 03 23:26:54 2024	1706982114	0	70	70	69
Sat Feb 03 23:26:54 2024	1706982114	0	70	70	69
Sat Feb 03 23:26:53 2024	1706982113	0	70	70	69
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	69
Sat Feb 03 23:26:51 2024	1706982111	0	70	70	66
Sat Feb 03 23:26:53 2024	1706982113	0	70	70	67
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	70
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	69
Sat Feb 03 23:26:53 2024	1706982113	0	70	70	69
Sat Feb 03 23:26:54 2024	1706982114	0	70	70	68
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	68
Sat Feb 03 23:26:52 2024	1706982112	0	70	70	69
Sat Feb 03 23:26:53 2024	1706982113	0	70	70	69
Sat Feb 03 23:26:51 2024	1706982111	0	70	70	69
Sat Feb 03 23:26:53 2024	1706982113	0	70	71	68
Sat Feb 03 23:26:53 2024	1706982113	0	70	71	68
Sat Feb 03 23:26:53 2024	1706982113	0	70	71	65
Sat Feb 03 23:26:53 2024	1706982113	0	70	71	69
Sat Feb 03 23:26:52 2024	1706982112	0	71	71	70
Sat Feb 03 23:26:51 2024	1706982111	0	71	71	68
Sat Feb 03 23:26:54 2024	1706982114	0	71	71	69
Sat Feb 03 23:26:55 2024	1706982115	0	71	71	70
Sat Feb 03 23:26:55 2024	1706982115	0	71	71	69
Sat Feb 03 23:26:52 2024	1706982112	0	71	71	70
Sat Feb 03 23:26:54 2024	1706982114	0	71	71	69
Sat Feb 03 23:26:52 2024	1706982112	0	71	71	70
Sat Feb 03 23:26:53 2024	1706982113	0	71	71	67
Sat Feb 03 23:26:55 2024	1706982115	0	71	71	69
Sat Feb 03 23:26:54 2024	1706982114	0	71	71	69
Sat Feb 03 23:26:53 2024	1706982113	0	71	71	70
Sat Feb 03 23:26:53 2024	1706982113	0	71	72	71
Sat Feb 03 23:26:53 2024	1706982113	0	71	72	70
Sat Feb 03 23:26:54 2024	1706982114	0	71	72	70
Sat Feb 03 23:26:54 2024	1706982114	0	71	72	70
Sat Feb 03 23:26:51 2024	1706982111	0	72	72	71
Sat Feb 03 23:26:52 2024	1706982112	0	72	72	69
Sat Feb 03 23:26:53 2024	1706982113	0	72	72	55
Sat Feb 03 23:26:51 2024	1706982111	0	72	72	71
Sat Feb 03 23:26:50 2024	1706982110	0	72	72	71
Sat Feb 03 23:26:53 2024	1706982113	0	72	72	71
Sat Feb 03 23:26:53 2024	1706982113	0	72	72	72
Sat Feb 03 23:26:53 2024	1706982113	0	72	73	65
Sat Feb 03 23:26:51 2024	1706982111	0	73	73	72
Sat Feb 03 23:26:52 2024	1706982112	0	73	73	72
Sat Feb 03 23:26:52 2024	1706982112	0	73	73	72
Sat Feb 03 23:26:51 2024	1706982111	0	73	73	70
Sat Feb 03 23:26:52 2024	1706982112	0	73	73	63
Sat Feb 03 23:26:52 2024	1706982112	0	73	73	70
Sat Feb 03 23:26:50 2024	1706982110	0	73	73	72
Sat Feb 03 23:26:53 2024	1706982113	0	73	73	71
Sat Feb 03 23:26:54 2024	1706982114	0	73	73	61
Sat Feb 03 23:26:52 2024	1706982112	0	73	73	73
Sat Feb 03 23:26:52 2024	1706982112	0	73	74	73
Sat Feb 03 23:26:51 2024	1706982111	0	74	74	73
Sat Feb 03 23:26:53 2024	1706982113	0	74	74	71
Sat Feb 03 23:26:52 2024	1706982112	0	74	74	73
Sat Feb 03 23:26:54 2024	1706982114	0	74	74	72
Sat Feb 03 23:26:53 2024	1706982113	0	74	74	71
Sat Feb 03 23:26:54 2024	1706982114	0	74	74	73
Sat Feb 03 23:26:51 2024	1706982111	0	74	74	74
Sat Feb 03 23:26:53 2024	1706982113	0	74	75	72
Sat Feb 03 23:26:50 2024	1706982110	0	75	75	74
Sat Feb 03 23:26:53 2024	1706982113	0	75	75	73
Sat Feb 03 23:26:51 2024	1706982111	0	75	75	74
Sat Feb 03 23:26:52 2024	1706982112	0	75	75	74
Sat Feb 03 23:26:54 2024	1706982114	0	75	75	74
Sat Feb 03 23:26:53 2024	1706982113	0	75	75	74
Sat Feb 03 23:26:50 2024	1706982110	0	75	75	75
Sat Feb 03 23:26:51 2024	1706982111	0	75	75	75
Sat Feb 03 23:26:50 2024	1706982110	0	75	75	75
Sat Feb 03 23:26:54 2024	1706982114	0	75	76	75
Sat Feb 03 23:26:54 2024	1706982114	0	76	76	75
Sat Feb 03 23:26:53 2024	1706982113	0	76	76	75
Sat Feb 03 23:26:54 2024	1706982114	0	76	76	73
Sat Feb 03 23:26:51 2024	1706982111	0	76	76	75
Sat Feb 03 23:26:50 2024	1706982110	6	70	76	69
Sat Feb 03 23:26:54 2024	1706982114	0	76	76	75
Sat Feb 03 23:26:50 2024	1706982110	6	71	76	69
Sat Feb 03 23:26:52 2024	1706982112	0	76	76	71
Sat Feb 03 23:26:54 2024	1706982114	0	76	76	74
Sat Feb 03 23:26:51 2024	1706982111	0	76	76	75
Sat Feb 03 23:26:53 2024	1706982113	0	76	76	75
Sat Feb 03 23:26:51 2024	1706982111	0	76	76	75
Sat Feb 03 23:26:53 2024	1706982113	0	76	76	72
Sat Feb 03 23:26:52 2024	1706982112	0	77	77	74
Sat Feb 03 23:26:52 2024	1706982112	0	77	77	75
Sat Feb 03 23:26:50 2024	1706982110	0	77	77	76
Sat Feb 03 23:26:54 2024	1706982114	0	76	77	68
Sat Feb 03 23:26:51 2024	1706982111	0	77	77	76
Sat Feb 03 23:26:53 2024	1706982113	0	77	77	75
Sat Feb 03 23:26:54 2024	1706982114	0	77	77	68
Sat Feb 03 23:26:51 2024	1706982111	0	77	77	76
Sat Feb 03 23:26:51 2024	1706982111	0	77	77	74
Sat Feb 03 23:26:54 2024	1706982114	0	77	77	72
Sat Feb 03 23:26:54 2024	1706982114	0	77	77	77
Sat Feb 03 23:26:52 2024	1706982112	0	77	77	77
Sat Feb 03 23:26:51 2024	1706982111	0	77	77	76
Sat Feb 03 23:26:52 2024	1706982112	0	77	77	76
Sat Feb 03 23:26:51 2024	1706982111	0	78	78	76
Sat Feb 03 23:26:52 2024	1706982112	0	78	78	77
Sat Feb 03 23:26:52 2024	1706982112	0	78	78	77
Sat Feb 03 23:26:52 2024	1706982112	0	78	78	76
Sat Feb 03 23:26:50 2024	1706982110	0	79	79	78
Sat Feb 03 23:26:52 2024	1706982112	0	79	79	78
Sat Feb 03 23:26:53 2024	1706982113	0	79	79	74
Sat Feb 03 23:26:51 2024	1706982111	0	79	79	70
Sat Feb 03 23:26:51 2024	1706982111	0	79	79	78
Sat Feb 03 23:26:50 2024	1706982110	0	79	79	78
Sat Feb 03 23:26:50 2024	1706982110	0	79	79	78
Sat Feb 03 23:26:50 2024	1706982110	0	79	79	77
Sat Feb 03 23:26:52 2024	1706982112	0	79	79	79
Sat Feb 03 23:26:52 2024	1706982112	0	79	79	78
Sat Feb 03 23:26:55 2024	1706982115	0	79	79	76
Sat Feb 03 23:26:53 2024	1706982113	0	79	79	73
Sat Feb 03 23:26:54 2024	1706982114	0	79	80	77
Sat Feb 03 23:26:51 2024	1706982111	0	80	80	79
Sat Feb 03 23:26:53 2024	1706982113	0	80	80	77
Sat Feb 03 23:26:52 2024	1706982112	0	80	80	79
Sat Feb 03 23:26:52 2024	1706982112	0	80	80	79
Sat Feb 03 23:26:53 2024	1706982113	0	80	80	78
Sat Feb 03 23:26:53 2024	1706982113	0	80	80	77
Sat Feb 03 23:26:51 2024	1706982111	0	80	80	74
Sat Feb 03 23:26:53 2024	1706982113	0	80	80	78
Sat Feb 03 23:26:50 2024	1706982110	0	80	80	80
Sat Feb 03 23:26:51 2024	1706982111	0	80	80	79
Sat Feb 03 23:26:54 2024	1706982114	0	80	80	79
Sat Feb 03 23:26:53 2024	1706982113	0	80	80	79
Sat Feb 03 23:26:52 2024	1706982112	0	80	81	79
Sat Feb 03 23:26:51 2024	1706982111	0	81	81	78
Sat Feb 03 23:26:52 2024	1706982112	0	81	81	79
Sat Feb 03 23:26:53 2024	1706982113	0	81	81	80
Sat Feb 03 23:26:53 2024	1706982113	0	81	81	79
Sat Feb 03 23:26:54 2024	1706982114	0	81	81	80
Sat Feb 03 23:26:51 2024	1706982111	0	81	82	80
Sat Feb 03 23:26:50 2024	1706982110	0	82	82	80
Sat Feb 03 23:26:51 2024	1706982111	0	82	82	81
Sat Feb 03 23:26:54 2024	1706982114	0	82	82	81
Sat Feb 03 23:26:52 2024	1706982112	0	82	82	80
Sat Feb 03 23:26:51 2024	1706982111	0	82	82	79
Sat Feb 03 23:26:53 2024	1706982113	0	82	82	79
Sat Feb 03 23:26:51 2024	1706982111	0	82	82	81
Sat Feb 03 23:26:52 2024	1706982112	0	82	82	81
Sat Feb 03 23:26:54 2024	1706982114	0	82	82	81
Sat Feb 03 23:26:52 2024	1706982112	0	82	82	81
Sat Feb 03 23:26:53 2024	1706982113	0	82	82	80
Sat Feb 03 23:26:50 2024	1706982110	0	82	82	82
Sat Feb 03 23:26:51 2024	1706982111	0	83	83	82
Sat Feb 03 23:26:50 2024	1706982110	0	83	83	82
Sat Feb 03 23:26:52 2024	1706982112	0	83	83	80
Sat Feb 03 23:26:52 2024	1706982112	0	83	83	82
Sat Feb 03 23:26:51 2024	1706982111	0	83	83	67
Sat Feb 03 23:26:52 2024	1706982112	0	83	83	83
Sat Feb 03 23:26:50 2024	1706982110	0	83	83	82
Sat Feb 03 23:26:50 2024	1706982110	5	79	84	77
Sat Feb 03 23:26:50 2024	1706982110	5	78	84	77
Sat Feb 03 23:26:51 2024	1706982111	0	84	84	83
Sat Feb 03 23:26:51 2024	1706982111	0	84	84	83
Sat Feb 03 23:26:51 2024	1706982111	0	84	84	83
Sat Feb 03 23:26:54 2024	1706982114	0	84	84	83
Sat Feb 03 23:26:51 2024	1706982111	0	84	84	84
Sat Feb 03 23:26:53 2024	1706982113	0	84	84	83
Sat Feb 03 23:26:52 2024	1706982112	0	85	85	84
Sat Feb 03 23:26:51 2024	1706982111	0	85	85	84
Sat Feb 03 23:26:53 2024	1706982113	0	85	85	83
Sat Feb 03 23:26:51 2024	1706982111	0	85	85	84
Sat Feb 03 23:26:51 2024	1706982111	0	86	86	85
Sat Feb 03 23:26:51 2024	1706982111	0	86	86	86
Sat Feb 03 23:26:51 2024	1706982111	0	86	86	86
Sat Feb 03 23:26:50 2024	1706982110	0	87	87	86
Sat Feb 03 23:26:54 2024	1706982114	0	87	87	85
Sat Feb 03 23:26:54 2024	1706982114	0	87	87	86
Sat Feb 03 23:26:52 2024	1706982112	0	87	87	86
Sat Feb 03 23:26:51 2024	1706982111	0	87	87	86
Sat Feb 03 23:26:51 2024	1706982111	0	87	87	86
Sat Feb 03 23:26:52 2024	1706982112	0	87	88	86
Sat Feb 03 23:26:54 2024	1706982114	0	88	88	87
Sat Feb 03 23:26:52 2024	1706982112	0	88	88	69
Sat Feb 03 23:26:52 2024	1706982112	0	88	88	87
Sat Feb 03 23:26:51 2024	1706982111	0	88	88	87
Sat Feb 03 23:26:53 2024	1706982113	0	88	88	86
Sat Feb 03 23:26:51 2024	1706982111	0	88	88	88
Sat Feb 03 23:26:51 2024	1706982111	0	89	89	80
Sat Feb 03 23:26:52 2024	1706982112	0	89	89	88
Sat Feb 03 23:26:51 2024	1706982111	0	89	89	88
Sat Feb 03 23:26:51 2024	1706982111	0	89	89	86
Sat Feb 03 23:26:52 2024	1706982112	0	89	89	77
Sat Feb 03 23:26:53 2024	1706982113	0	89	89	87
Sat Feb 03 23:26:51 2024	1706982111	0	89	89	89
Sat Feb 03 23:26:54 2024	1706982114	0	89	89	88
Sat Feb 03 23:26:51 2024	1706982111	0	89	89	89
Sat Feb 03 23:26:50 2024	1706982110	0	90	90	89
Sat Feb 03 23:26:51 2024	1706982111	0	90	90	89
Sat Feb 03 23:26:54 2024	1706982114	0	90	90	88
Sat Feb 03 23:26:51 2024	1706982111	0	90	90	90
Sat Feb 03 23:26:51 2024	1706982111	0	90	90	90
Sat Feb 03 23:26:53 2024	1706982113	0	90	91	88
Sat Feb 03 23:26:53 2024	1706982113	0	90	91	89
Sat Feb 03 23:26:54 2024	1706982114	0	91	91	90
Sat Feb 03 23:26:51 2024	1706982111	0	91	91	90
Sat Feb 03 23:26:52 2024	1706982112	0	91	91	90
Sat Feb 03 23:26:54 2024	1706982114	0	91	91	89
Sat Feb 03 23:26:54 2024	1706982114	0	91	91	89
Sat Feb 03 23:26:54 2024	1706982114	0	91	91	90
Sat Feb 03 23:26:51 2024	1706982111	0	91	91	87
Sat Feb 03 23:26:51 2024	1706982111	0	91	91	90
Sat Feb 03 23:26:52 2024	1706982112	0	91	91	91
Sat Feb 03 23:26:50 2024	1706982110	3	89	92	88
Sat Feb 03 23:26:52 2024	1706982112	0	92	92	88
Sat Feb 03 23:26:50 2024	1706982110	5	87	92	86
Sat Feb 03 23:26:52 2024	1706982112	0	92	92	90
Sat Feb 03 23:26:54 2024	1706982114	0	92	92	90
Sat Feb 03 23:26:52 2024	1706982112	0	92	92	92
Sat Feb 03 23:26:54 2024	1706982114	0	92	92	91
