starttime	seconds	ctime	dtime	ttime	wait
Sat Feb 03 23:26:52 2024	1706982112	0	92	92	90
Sat Feb 03 23:26:51 2024	1706982111	0	92	92	92
Sat Feb 03 23:26:51 2024	1706982111	0	93	93	91
Sat Feb 03 23:26:54 2024	1706982114	0	93	93	91
Sat Feb 03 23:26:52 2024	1706982112	0	93	93	91
Sat Feb 03 23:26:51 2024	1706982111	0	93	93	92
Sat Feb 03 23:26:51 2024	1706982111	0	93	93	90
Sat Feb 03 23:26:50 2024	1706982110	0	93	93	93
Sat Feb 03 23:26:51 2024	1706982111	0	94	94	87
Sat Feb 03 23:26:51 2024	1706982111	0	94	94	77
Sat Feb 03 23:26:52 2024	1706982112	0	94	94	93
Sat Feb 03 23:26:54 2024	1706982114	0	94	94	93
Sat Feb 03 23:26:54 2024	1706982114	0	94	94	90
Sat Feb 03 23:26:50 2024	1706982110	5	89	94	88
Sat Feb 03 23:26:52 2024	1706982112	0	94	94	93
Sat Feb 03 23:26:52 2024	1706982112	0	94	94	94
Sat Feb 03 23:26:50 2024	1706982110	5	90	95	89
Sat Feb 03 23:26:51 2024	1706982111	0	95	95	94
Sat Feb 03 23:26:54 2024	1706982114	0	95	95	92
Sat Feb 03 23:26:50 2024	1706982110	0	95	95	94
Sat Feb 03 23:26:51 2024	1706982111	0	95	95	90
Sat Feb 03 23:26:52 2024	1706982112	0	95	95	94
Sat Feb 03 23:26:51 2024	1706982111	0	95	95	94
Sat Feb 03 23:26:52 2024	1706982112	0	95	95	93
Sat Feb 03 23:26:52 2024	1706982112	0	96	96	76
Sat Feb 03 23:26:51 2024	1706982111	0	96	96	95
Sat Feb 03 23:26:54 2024	1706982114	0	95	96	95
Sat Feb 03 23:26:51 2024	1706982111	0	96	96	95
Sat Feb 03 23:26:53 2024	1706982113	0	96	96	93
Sat Feb 03 23:26:52 2024	1706982112	0	96	96	95
Sat Feb 03 23:26:50 2024	1706982110	4	92	96	91
Sat Feb 03 23:26:51 2024	1706982111	0	96	96	95
Sat Feb 03 23:26:52 2024	1706982112	0	96	96	96
Sat Feb 03 23:26:52 2024	1706982112	0	96	96	96
Sat Feb 03 23:26:51 2024	1706982111	0	97	97	96
Sat Feb 03 23:26:52 2024	1706982112	0	97	97	95
Sat Feb 03 23:26:55 2024	1706982115	0	97	97	94
Sat Feb 03 23:26:52 2024	1706982112	0	98	98	97
Sat Feb 03 23:26:54 2024	1706982114	0	98	98	96
Sat Feb 03 23:26:50 2024	1706982110	6	92	98	91
Sat Feb 03 23:26:52 2024	1706982112	0	99	99	95
Sat Feb 03 23:26:51 2024	1706982111	0	99	99	98
Sat Feb 03 23:26:54 2024	1706982114	0	98	99	93
Sat Feb 03 23:26:50 2024	1706982110	0	99	99	98
Sat Feb 03 23:26:54 2024	1706982114	0	99	99	98
Sat Feb 03 23:26:54 2024	1706982114	0	99	99	98
Sat Feb 03 23:26:50 2024	1706982110	5	94	99	93
Sat Feb 03 23:26:52 2024	1706982112	0	100	100	99
Sat Feb 03 23:26:51 2024	1706982111	0	100	100	98
Sat Feb 03 23:26:53 2024	1706982113	0	100	100	97
Sat Feb 03 23:26:54 2024	1706982114	0	100	100	98
Sat Feb 03 23:26:52 2024	1706982112	0	100	100	99
Sat Feb 03 23:26:54 2024	1706982114	0	101	101	100
Sat Feb 03 23:26:51 2024	1706982111	0	101	101	100
Sat Feb 03 23:26:50 2024	1706982110	5	96	102	95
Sat Feb 03 23:26:50 2024	1706982110	5	96	102	95
Sat Feb 03 23:26:51 2024	1706982111	0	102	102	100
Sat Feb 03 23:26:50 2024	1706982110	5	97	102	96
Sat Feb 03 23:26:51 2024	1706982111	0	103	103	102
Sat Feb 03 23:26:54 2024	1706982114	0	103	104	102
Sat Feb 03 23:26:50 2024	1706982110	0	104	104	91
Sat Feb 03 23:26:50 2024	1706982110	5	99	104	97
Sat Feb 03 23:26:53 2024	1706982113	0	104	104	102
Sat Feb 03 23:26:51 2024	1706982111	0	104	104	103
Sat Feb 03 23:26:54 2024	1706982114	0	104	104	102
Sat Feb 03 23:26:50 2024	1706982110	5	99	105	99
Sat Feb 03 23:26:54 2024	1706982114	0	105	105	99
Sat Feb 03 23:26:50 2024	1706982110	0	105	105	104
Sat Feb 03 23:26:52 2024	1706982112	0	106	106	105
Sat Feb 03 23:26:54 2024	1706982114	0	107	107	105
Sat Feb 03 23:26:53 2024	1706982113	0	107	107	107
Sat Feb 03 23:26:54 2024	1706982114	0	108	108	106
Sat Feb 03 23:26:52 2024	1706982112	0	108	109	106
Sat Feb 03 23:26:51 2024	1706982111	0	109	109	108
Sat Feb 03 23:26:52 2024	1706982112	0	111	111	110
Sat Feb 03 23:26:54 2024	1706982114	0	111	111	110
Sat Feb 03 23:26:52 2024	1706982112	0	111	111	110
Sat Feb 03 23:26:50 2024	1706982110	5	106	111	105
Sat Feb 03 23:26:51 2024	1706982111	0	111	111	111
Sat Feb 03 23:26:54 2024	1706982114	0	111	111	110
Sat Feb 03 23:26:52 2024	1706982112	0	112	112	111
Sat Feb 03 23:26:50 2024	1706982110	0	112	112	111
Sat Feb 03 23:26:54 2024	1706982114	0	113	113	112
Sat Feb 03 23:26:52 2024	1706982112	0	113	113	111
Sat Feb 03 23:26:50 2024	1706982110	5	108	114	108
Sat Feb 03 23:26:51 2024	1706982111	0	114	114	112
Sat Feb 03 23:26:54 2024	1706982114	0	114	114	114
Sat Feb 03 23:26:53 2024	1706982113	0	115	115	113
Sat Feb 03 23:26:54 2024	1706982114	0	115	115	113
Sat Feb 03 23:26:54 2024	1706982114	0	115	115	113
Sat Feb 03 23:26:54 2024	1706982114	0	115	115	115
Sat Feb 03 23:26:54 2024	1706982114	0	115	116	114
Sat Feb 03 23:26:54 2024	1706982114	0	117	117	116
Sat Feb 03 23:26:54 2024	1706982114	0	117	117	116
Sat Feb 03 23:26:53 2024	1706982113	0	118	119	114
Sat Feb 03 23:26:51 2024	1706982111	0	119	119	119
Sat Feb 03 23:26:54 2024	1706982114	0	119	119	118
Sat Feb 03 23:26:53 2024	1706982113	0	119	119	119
Sat Feb 03 23:26:51 2024	1706982111	0	119	119	119
Sat Feb 03 23:26:54 2024	1706982114	0	120	120	118
Sat Feb 03 23:26:54 2024	1706982114	0	120	120	119
Sat Feb 03 23:26:50 2024	1706982110	0	121	122	121
Sat Feb 03 23:26:51 2024	1706982111	0	122	122	121
Sat Feb 03 23:26:53 2024	1706982113	0	122	122	120
Sat Feb 03 23:26:51 2024	1706982111	0	122	122	121
Sat Feb 03 23:26:54 2024	1706982114	0	122	122	121
Sat Feb 03 23:26:53 2024	1706982113	0	122	122	121
Sat Feb 03 23:26:50 2024	1706982110	0	122	122	121
Sat Feb 03 23:26:54 2024	1706982114	0	122	122	121
Sat Feb 03 23:26:54 2024	1706982114	0	122	123	121
Sat Feb 03 23:26:54 2024	1706982114	0	123	123	121
Sat Feb 03 23:26:54 2024	1706982114	0	123	123	114
Sat Feb 03 23:26:53 2024	1706982113	0	124	124	122
Sat Feb 03 23:26:54 2024	1706982114	0	124	124	123
Sat Feb 03 23:26:54 2024	1706982114	0	125	125	123
Sat Feb 03 23:26:54 2024	1706982114	0	125	125	123
Sat Feb 03 23:26:50 2024	1706982110	6	120	126	119
Sat Feb 03 23:26:50 2024	1706982110	5	122	127	121
Sat Feb 03 23:26:51 2024	1706982111	0	127	127	127
Sat Feb 03 23:26:54 2024	1706982114	0	127	127	123
Sat Feb 03 23:26:54 2024	1706982114	0	127	128	127
Sat Feb 03 23:26:54 2024	1706982114	0	127	128	124
Sat Feb 03 23:26:50 2024	1706982110	5	122	128	122
Sat Feb 03 23:26:54 2024	1706982114	0	128	128	125
Sat Feb 03 23:26:54 2024	1706982114	0	128	128	127
Sat Feb 03 23:26:54 2024	1706982114	0	128	128	126
Sat Feb 03 23:26:54 2024	1706982114	0	129	129	126
Sat Feb 03 23:26:54 2024	1706982114	0	129	129	128
Sat Feb 03 23:26:54 2024	1706982114	0	129	129	127
Sat Feb 03 23:26:51 2024	1706982111	0	129	130	129
Sat Feb 03 23:26:54 2024	1706982114	0	130	130	128
Sat Feb 03 23:26:54 2024	1706982114	0	130	130	129
Sat Feb 03 23:26:53 2024	1706982113	0	130	130	130
Sat Feb 03 23:26:54 2024	1706982114	0	130	131	130
Sat Feb 03 23:26:50 2024	1706982110	0	131	131	129
Sat Feb 03 23:26:54 2024	1706982114	0	131	131	130
Sat Feb 03 23:26:52 2024	1706982112	0	131	131	131
Sat Feb 03 23:26:51 2024	1706982111	0	132	133	122
Sat Feb 03 23:26:54 2024	1706982114	0	133	133	129
Sat Feb 03 23:26:51 2024	1706982111	0	133	133	132
Sat Feb 03 23:26:54 2024	1706982114	0	133	133	129
Sat Feb 03 23:26:54 2024	1706982114	0	133	133	131
Sat Feb 03 23:26:51 2024	1706982111	0	134	134	127
Sat Feb 03 23:26:53 2024	1706982113	0	136	136	135
Sat Feb 03 23:26:53 2024	1706982113	0	136	137	136
Sat Feb 03 23:26:54 2024	1706982114	0	138	139	136
Sat Feb 03 23:26:51 2024	1706982111	0	139	139	138
Sat Feb 03 23:26:53 2024	1706982113	0	141	141	140
Sat Feb 03 23:26:54 2024	1706982114	0	141	141	140
Sat Feb 03 23:26:54 2024	1706982114	0	141	141	139
Sat Feb 03 23:26:52 2024	1706982112	0	142	143	40
Sat Feb 03 23:26:54 2024	1706982114	0	143	143	140
Sat Feb 03 23:26:53 2024	1706982113	0	144	144	141
Sat Feb 03 23:26:53 2024	1706982113	0	144	144	141
Sat Feb 03 23:26:54 2024	1706982114	0	145	145	143
Sat Feb 03 23:26:52 2024	1706982112	0	145	145	144
Sat Feb 03 23:26:51 2024	1706982111	0	146	146	145
Sat Feb 03 23:26:53 2024	1706982113	0	146	146	143
Sat Feb 03 23:26:54 2024	1706982114	0	147	147	145
Sat Feb 03 23:26:52 2024	1706982112	0	147	147	146
Sat Feb 03 23:26:54 2024	1706982114	0	147	147	146
Sat Feb 03 23:26:51 2024	1706982111	0	147	147	144
Sat Feb 03 23:26:51 2024	1706982111	0	148	148	147
Sat Feb 03 23:26:53 2024	1706982113	0	148	148	145
Sat Feb 03 23:26:54 2024	1706982114	0	151	151	150
Sat Feb 03 23:26:54 2024	1706982114	0	151	151	149
Sat Feb 03 23:26:53 2024	1706982113	0	151	151	150
Sat Feb 03 23:26:54 2024	1706982114	0	151	151	150
Sat Feb 03 23:26:54 2024	1706982114	0	152	152	150
Sat Feb 03 23:26:53 2024	1706982113	0	152	152	150
Sat Feb 03 23:26:50 2024	1706982110	0	153	153	151
Sat Feb 03 23:26:51 2024	1706982111	0	153	153	151
Sat Feb 03 23:26:51 2024	1706982111	0	153	153	152
Sat Feb 03 23:26:55 2024	1706982115	0	154	154	151
Sat Feb 03 23:26:52 2024	1706982112	0	154	155	152
Sat Feb 03 23:26:54 2024	1706982114	0	155	155	153
Sat Feb 03 23:26:53 2024	1706982113	0	155	155	153
Sat Feb 03 23:26:53 2024	1706982113	0	155	155	153
Sat Feb 03 23:26:51 2024	1706982111	0	155	155	154
Sat Feb 03 23:26:50 2024	1706982110	0	155	155	155
Sat Feb 03 23:26:53 2024	1706982113	0	156	157	156
Sat Feb 03 23:26:53 2024	1706982113	0	157	157	157
Sat Feb 03 23:26:53 2024	1706982113	0	157	157	154
Sat Feb 03 23:26:54 2024	1706982114	0	158	158	155
Sat Feb 03 23:26:51 2024	1706982111	0	158	158	157
Sat Feb 03 23:26:53 2024	1706982113	0	158	158	157
Sat Feb 03 23:26:54 2024	1706982114	0	158	158	155
Sat Feb 03 23:26:53 2024	1706982113	0	158	158	156
Sat Feb 03 23:26:53 2024	1706982113	0	158	158	157
Sat Feb 03 23:26:54 2024	1706982114	0	158	159	158
Sat Feb 03 23:26:53 2024	1706982113	0	159	159	157
Sat Feb 03 23:26:53 2024	1706982113	0	159	159	157
Sat Feb 03 23:26:51 2024	1706982111	0	159	159	155
Sat Feb 03 23:26:53 2024	1706982113	0	159	159	157
Sat Feb 03 23:26:54 2024	1706982114	0	159	159	157
Sat Feb 03 23:26:53 2024	1706982113	0	159	159	157
Sat Feb 03 23:26:51 2024	1706982111	0	159	159	159
Sat Feb 03 23:26:53 2024	1706982113	0	161	161	161
Sat Feb 03 23:26:54 2024	1706982114	0	161	161	160
Sat Feb 03 23:26:53 2024	1706982113	0	162	162	161
Sat Feb 03 23:26:51 2024	1706982111	0	163	163	162
Sat Feb 03 23:26:54 2024	1706982114	0	163	163	160
Sat Feb 03 23:26:54 2024	1706982114	0	164	164	162
Sat Feb 03 23:26:50 2024	1706982110	0	164	164	164
Sat Feb 03 23:26:53 2024	1706982113	0	164	165	163
Sat Feb 03 23:26:53 2024	1706982113	0	165	165	163
Sat Feb 03 23:26:53 2024	1706982113	0	166	166	165
Sat Feb 03 23:26:52 2024	1706982112	0	166	166	166
Sat Feb 03 23:26:52 2024	1706982112	0	166	166	158
Sat Feb 03 23:26:52 2024	1706982112	0	166	166	164
Sat Feb 03 23:26:53 2024	1706982113	0	167	167	166
Sat Feb 03 23:26:52 2024	1706982112	0	167	167	166
Sat Feb 03 23:26:53 2024	1706982113	0	168	168	168
Sat Feb 03 23:26:53 2024	1706982113	0	168	168	166
Sat Feb 03 23:26:54 2024	1706982114	0	169	169	168
Sat Feb 03 23:26:53 2024	1706982113	0	171	171	170
Sat Feb 03 23:26:52 2024	1706982112	0	171	171	169
Sat Feb 03 23:26:52 2024	1706982112	0	171	171	170
Sat Feb 03 23:26:54 2024	1706982114	0	172	172	171
Sat Feb 03 23:26:54 2024	1706982114	0	172	172	168
Sat Feb 03 23:26:54 2024	1706982114	0	172	173	167
Sat Feb 03 23:26:54 2024	1706982114	0	175	175	173
Sat Feb 03 23:26:53 2024	1706982113	0	175	175	173
Sat Feb 03 23:26:53 2024	1706982113	0	175	175	174
Sat Feb 03 23:26:55 2024	1706982115	0	176	176	175
Sat Feb 03 23:26:53 2024	1706982113	0	177	177	177
Sat Feb 03 23:26:54 2024	1706982114	0	178	178	175
Sat Feb 03 23:26:54 2024	1706982114	0	179	179	177
Sat Feb 03 23:26:54 2024	1706982114	0	179	180	179
Sat Feb 03 23:26:53 2024	1706982113	0	180	180	179
Sat Feb 03 23:26:54 2024	1706982114	0	180	181	178
Sat Feb 03 23:26:52 2024	1706982112	0	183	183	182
Sat Feb 03 23:26:54 2024	1706982114	0	183	183	181
Sat Feb 03 23:26:54 2024	1706982114	0	183	184	150
Sat Feb 03 23:26:54 2024	1706982114	0	184	184	182
Sat Feb 03 23:26:54 2024	1706982114	0	184	184	184
Sat Feb 03 23:26:54 2024	1706982114	0	184	184	183
Sat Feb 03 23:26:54 2024	1706982114	0	186	186	182
Sat Feb 03 23:26:55 2024	1706982115	0	186	186	183
Sat Feb 03 23:26:55 2024	1706982115	0	186	186	185
Sat Feb 03 23:26:53 2024	1706982113	0	186	186	183
Sat Feb 03 23:26:54 2024	1706982114	0	186	186	185
Sat Feb 03 23:26:53 2024	1706982113	0	187	187	185
Sat Feb 03 23:26:52 2024	1706982112	0	187	187	186
Sat Feb 03 23:26:54 2024	1706982114	0	188	188	181
Sat Feb 03 23:26:54 2024	1706982114	0	188	188	188
Sat Feb 03 23:26:54 2024	1706982114	0	189	190	188
Sat Feb 03 23:26:51 2024	1706982111	0	190	190	183
Sat Feb 03 23:26:54 2024	1706982114	0	190	190	188
Sat Feb 03 23:26:54 2024	1706982114	0	190	190	189
Sat Feb 03 23:26:54 2024	1706982114	0	190	191	189
Sat Feb 03 23:26:55 2024	1706982115	0	190	191	190
Sat Feb 03 23:26:54 2024	1706982114	0	191	191	190
Sat Feb 03 23:26:54 2024	1706982114	0	191	191	190
Sat Feb 03 23:26:52 2024	1706982112	0	191	191	182
Sat Feb 03 23:26:51 2024	1706982111	0	191	191	191
Sat Feb 03 23:26:51 2024	1706982111	0	192	192	176
Sat Feb 03 23:26:54 2024	1706982114	0	193	193	188
Sat Feb 03 23:26:54 2024	1706982114	0	193	193	192
Sat Feb 03 23:26:51 2024	1706982111	0	193	193	184
Sat Feb 03 23:26:52 2024	1706982112	0	193	193	191
Sat Feb 03 23:26:53 2024	1706982113	0	193	193	192
Sat Feb 03 23:26:55 2024	1706982115	0	194	194	192
Sat Feb 03 23:26:51 2024	1706982111	0	195	195	194
Sat Feb 03 23:26:54 2024	1706982114	0	195	195	193
Sat Feb 03 23:26:54 2024	1706982114	0	195	195	194
Sat Feb 03 23:26:53 2024	1706982113	0	196	196	192
Sat Feb 03 23:26:53 2024	1706982113	0	197	197	196
Sat Feb 03 23:26:54 2024	1706982114	0	198	198	197
Sat Feb 03 23:26:50 2024	1706982110	0	199	199	198
Sat Feb 03 23:26:54 2024	1706982114	0	200	200	197
Sat Feb 03 23:26:53 2024	1706982113	0	200	200	198
Sat Feb 03 23:26:54 2024	1706982114	0	200	200	199
Sat Feb 03 23:26:54 2024	1706982114	0	200	200	196
Sat Feb 03 23:26:55 2024	1706982115	0	200	200	200
Sat Feb 03 23:26:53 2024	1706982113	0	201	201	199
Sat Feb 03 23:26:53 2024	1706982113	0	202	202	202
Sat Feb 03 23:26:53 2024	1706982113	0	202	202	202
Sat Feb 03 23:26:54 2024	1706982114	0	203	203	202
Sat Feb 03 23:26:52 2024	1706982112	0	203	203	202
Sat Feb 03 23:26:54 2024	1706982114	0	204	204	202
Sat Feb 03 23:26:53 2024	1706982113	0	204	205	204
Sat Feb 03 23:26:54 2024	1706982114	0	205	205	203
Sat Feb 03 23:26:54 2024	1706982114	0	206	206	204
Sat Feb 03 23:26:51 2024	1706982111	0	206	206	205
Sat Feb 03 23:26:53 2024	1706982113	0	207	207	206
Sat Feb 03 23:26:51 2024	1706982111	0	207	207	206
Sat Feb 03 23:26:53 2024	1706982113	0	208	208	206
Sat Feb 03 23:26:54 2024	1706982114	0	208	208	207
Sat Feb 03 23:26:54 2024	1706982114	0	209	209	208
Sat Feb 03 23:26:53 2024	1706982113	0	209	209	207
Sat Feb 03 23:26:54 2024	1706982114	0	209	210	208
Sat Feb 03 23:26:55 2024	1706982115	0	210	210	209
Sat Feb 03 23:26:54 2024	1706982114	0	210	211	206
Sat Feb 03 23:26:55 2024	1706982115	0	211	211	210
Sat Feb 03 23:26:54 2024	1706982114	0	211	211	209
Sat Feb 03 23:26:53 2024	1706982113	0	211	211	210
Sat Feb 03 23:26:54 2024	1706982114	0	211	211	210
Sat Feb 03 23:26:55 2024	1706982115	0	211	211	209
Sat Feb 03 23:26:54 2024	1706982114	0	213	213	211
Sat Feb 03 23:26:51 2024	1706982111	0	213	213	211
Sat Feb 03 23:26:54 2024	1706982114	0	213	213	209
Sat Feb 03 23:26:54 2024	1706982114	0	213	213	209
Sat Feb 03 23:26:54 2024	1706982114	0	213	214	213
Sat Feb 03 23:26:53 2024	1706982113	0	214	214	213
Sat Feb 03 23:26:55 2024	1706982115	0	215	215	212
Sat Feb 03 23:26:53 2024	1706982113	0	215	215	213
Sat Feb 03 23:26:53 2024	1706982113	0	215	215	214
Sat Feb 03 23:26:53 2024	1706982113	0	216	216	213
Sat Feb 03 23:26:55 2024	1706982115	1	216	217	214
Sat Feb 03 23:26:53 2024	1706982113	0	218	218	217
Sat Feb 03 23:26:54 2024	1706982114	0	218	218	217
Sat Feb 03 23:26:53 2024	1706982113	0	218	218	217
Sat Feb 03 23:26:54 2024	1706982114	0	218	218	215
Sat Feb 03 23:26:53 2024	1706982113	0	218	219	217
Sat Feb 03 23:26:53 2024	1706982113	0	218	219	217
Sat Feb 03 23:26:51 2024	1706982111	0	219	219	216
Sat Feb 03 23:26:55 2024	1706982115	0	219	219	218
Sat Feb 03 23:26:51 2024	1706982111	0	220	220	216
Sat Feb 03 23:26:53 2024	1706982113	0	220	221	220
Sat Feb 03 23:26:52 2024	1706982112	0	221	221	221
Sat Feb 03 23:26:53 2024	1706982113	0	221	222	219
Sat Feb 03 23:26:54 2024	1706982114	0	222	222	221
Sat Feb 03 23:26:51 2024	1706982111	0	222	222	221
Sat Feb 03 23:26:52 2024	1706982112	0	222	222	222
Sat Feb 03 23:26:53 2024	1706982113	0	223	223	221
Sat Feb 03 23:26:54 2024	1706982114	0	223	223	222
Sat Feb 03 23:26:53 2024	1706982113	0	223	223	221
Sat Feb 03 23:26:53 2024	1706982113	0	223	223	222
Sat Feb 03 23:26:53 2024	1706982113	0	224	224	220
Sat Feb 03 23:26:53 2024	1706982113	0	224	224	220
Sat Feb 03 23:26:53 2024	1706982113	0	224	225	224
Sat Feb 03 23:26:54 2024	1706982114	0	226	226	225
Sat Feb 03 23:26:54 2024	1706982114	0	228	228	227
Sat Feb 03 23:26:54 2024	1706982114	0	229	229	228
Sat Feb 03 23:26:53 2024	1706982113	0	229	229	63
Sat Feb 03 23:26:54 2024	1706982114	0	230	230	227
Sat Feb 03 23:26:54 2024	1706982114	0	230	230	227
Sat Feb 03 23:26:52 2024	1706982112	0	230	230	229
Sat Feb 03 23:26:52 2024	1706982112	0	233	233	232
Sat Feb 03 23:26:51 2024	1706982111	0	234	234	233
Sat Feb 03 23:26:53 2024	1706982113	0	236	236	234
Sat Feb 03 23:26:52 2024	1706982112	0	237	237	237
Sat Feb 03 23:26:54 2024	1706982114	0	238	238	236
Sat Feb 03 23:26:50 2024	1706982110	0	240	240	239
Sat Feb 03 23:26:53 2024	1706982113	0	240	240	240
Sat Feb 03 23:26:51 2024	1706982111	0	240	240	238
Sat Feb 03 23:26:54 2024	1706982114	0	240	240	240
Sat Feb 03 23:26:52 2024	1706982112	0	240	241	239
Sat Feb 03 23:26:53 2024	1706982113	0	242	242	241
Sat Feb 03 23:26:53 2024	1706982113	0	243	243	242
Sat Feb 03 23:26:53 2024	1706982113	0	243	243	241
Sat Feb 03 23:26:53 2024	1706982113	0	243	243	242
Sat Feb 03 23:26:54 2024	1706982114	0	243	244	241
Sat Feb 03 23:26:54 2024	1706982114	0	244	244	243
Sat Feb 03 23:26:53 2024	1706982113	0	244	244	243
Sat Feb 03 23:26:53 2024	1706982113	0	245	245	245
Sat Feb 03 23:26:52 2024	1706982112	0	245	245	244
Sat Feb 03 23:26:53 2024	1706982113	0	246	246	245
Sat Feb 03 23:26:50 2024	1706982110	0	246	246	245
Sat Feb 03 23:26:53 2024	1706982113	0	246	246	243
Sat Feb 03 23:26:54 2024	1706982114	0	246	246	244
Sat Feb 03 23:26:52 2024	1706982112	0	247	247	242
Sat Feb 03 23:26:53 2024	1706982113	0	247	247	245
Sat Feb 03 23:26:52 2024	1706982112	0	247	248	245
Sat Feb 03 23:26:52 2024	1706982112	0	247	248	246
Sat Feb 03 23:26:54 2024	1706982114	0	248	248	246
Sat Feb 03 23:26:54 2024	1706982114	0	248	248	247
Sat Feb 03 23:26:52 2024	1706982112	0	248	248	247
Sat Feb 03 23:26:54 2024	1706982114	0	249	249	249
Sat Feb 03 23:26:50 2024	1706982110	3	246	250	246
Sat Feb 03 23:26:55 2024	1706982115	0	251	251	250
Sat Feb 03 23:26:53 2024	1706982113	0	252	252	251
Sat Feb 03 23:26:51 2024	1706982111	0	252	252	251
Sat Feb 03 23:26:52 2024	1706982112	0	253	253	251
Sat Feb 03 23:26:50 2024	1706982110	3	250	253	249
Sat Feb 03 23:26:52 2024	1706982112	0	254	254	254
Sat Feb 03 23:26:50 2024	1706982110	4	251	255	250
Sat Feb 03 23:26:55 2024	1706982115	0	256	256	255
Sat Feb 03 23:26:52 2024	1706982112	0	256	256	255
Sat Feb 03 23:26:55 2024	1706982115	0	256	256	255
Sat Feb 03 23:26:52 2024	1706982112	0	256	256	255
Sat Feb 03 23:26:53 2024	1706982113	0	257	258	256
Sat Feb 03 23:26:53 2024	1706982113	0	258	258	253
Sat Feb 03 23:26:53 2024	1706982113	0	258	258	251
Sat Feb 03 23:26:54 2024	1706982114	0	258	258	256
Sat Feb 03 23:26:53 2024	1706982113	0	259	259	254
Sat Feb 03 23:26:52 2024	1706982112	0	259	259	258
Sat Feb 03 23:26:53 2024	1706982113	0	259	259	257
Sat Feb 03 23:26:52 2024	1706982112	0	260	260	258
Sat Feb 03 23:26:54 2024	1706982114	0	260	260	259
Sat Feb 03 23:26:53 2024	1706982113	0	260	260	257
Sat Feb 03 23:26:52 2024	1706982112	0	260	260	258
Sat Feb 03 23:26:53 2024	1706982113	0	260	260	259
Sat Feb 03 23:26:54 2024	1706982114	0	260	260	260
Sat Feb 03 23:26:52 2024	1706982112	0	260	261	259
Sat Feb 03 23:26:52 2024	1706982112	0	261	261	260
Sat Feb 03 23:26:53 2024	1706982113	0	262	262	260
Sat Feb 03 23:26:54 2024	1706982114	0	263	263	261
Sat Feb 03 23:26:52 2024	1706982112	1	263	263	260
Sat Feb 03 23:26:52 2024	1706982112	0	263	263	261
Sat Feb 03 23:26:55 2024	1706982115	0	264	264	263
Sat Feb 03 23:26:54 2024	1706982114	0	264	264	261
Sat Feb 03 23:26:53 2024	1706982113	0	265	266	265
Sat Feb 03 23:26:54 2024	1706982114	0	265	266	264
Sat Feb 03 23:26:53 2024	1706982113	0	266	266	264
Sat Feb 03 23:26:52 2024	1706982112	0	266	266	264
Sat Feb 03 23:26:52 2024	1706982112	0	266	266	264
Sat Feb 03 23:26:54 2024	1706982114	0	266	266	264
Sat Feb 03 23:26:53 2024	1706982113	0	266	267	263
Sat Feb 03 23:26:54 2024	1706982114	0	267	267	266
Sat Feb 03 23:26:54 2024	1706982114	0	267	267	265
Sat Feb 03 23:26:52 2024	1706982112	0	267	267	265
Sat Feb 03 23:26:54 2024	1706982114	0	267	267	267
Sat Feb 03 23:26:52 2024	1706982112	0	267	267	177
Sat Feb 03 23:26:53 2024	1706982113	0	268	268	267
Sat Feb 03 23:26:54 2024	1706982114	0	268	269	267
Sat Feb 03 23:26:54 2024	1706982114	0	270	270	269
Sat Feb 03 23:26:54 2024	1706982114	0	272	272	270
Sat Feb 03 23:26:50 2024	1706982110	4	268	272	266
Sat Feb 03 23:26:54 2024	1706982114	0	272	272	269
Sat Feb 03 23:26:50 2024	1706982110	0	272	272	272
Sat Feb 03 23:26:50 2024	1706982110	4	268	273	267
Sat Feb 03 23:26:54 2024	1706982114	0	273	273	271
Sat Feb 03 23:26:50 2024	1706982110	3	270	273	267
Sat Feb 03 23:26:50 2024	1706982110	4	269	273	267
Sat Feb 03 23:26:50 2024	1706982110	3	270	273	269
Sat Feb 03 23:26:54 2024	1706982114	0	273	273	273
Sat Feb 03 23:26:54 2024	1706982114	0	274	274	272
Sat Feb 03 23:26:53 2024	1706982113	0	275	275	274
Sat Feb 03 23:26:52 2024	1706982112	0	275	275	273
Sat Feb 03 23:26:53 2024	1706982113	0	275	275	273
Sat Feb 03 23:26:54 2024	1706982114	0	275	275	275
Sat Feb 03 23:26:52 2024	1706982112	0	276	277	276
Sat Feb 03 23:26:53 2024	1706982113	0	277	277	277
Sat Feb 03 23:26:54 2024	1706982114	0	279	279	278
Sat Feb 03 23:26:54 2024	1706982114	0	280	280	277
Sat Feb 03 23:26:50 2024	1706982110	4	276	280	273
Sat Feb 03 23:26:52 2024	1706982112	0	280	280	279
Sat Feb 03 23:26:52 2024	1706982112	0	280	280	279
Sat Feb 03 23:26:53 2024	1706982113	0	280	280	278
Sat Feb 03 23:26:52 2024	1706982112	0	280	280	279
Sat Feb 03 23:26:50 2024	1706982110	4	276	280	273
Sat Feb 03 23:26:52 2024	1706982112	0	280	280	279
Sat Feb 03 23:26:54 2024	1706982114	0	281	281	280
Sat Feb 03 23:26:50 2024	1706982110	4	277	281	274
Sat Feb 03 23:26:53 2024	1706982113	0	281	281	279
Sat Feb 03 23:26:52 2024	1706982112	0	282	282	280
Sat Feb 03 23:26:50 2024	1706982110	3	279	282	278
Sat Feb 03 23:26:52 2024	1706982112	0	282	283	281
